"","M1_TF1","M1_TF2","M1_TF3","M1_TF4","M1_TF5","M1_TF6","M1_TF7","M1_TF8","M1_TF9","M1_TF10","M1_TF11","M2_TF1","M2_TF2","M2_TF3","M2_TF4","M3_TF1","M3_TF2","M3_TF3","M3_TF4","M3_TF5","M4_TF1","M4_TF2","M5_TF1","M5_TF2","M5_TF3","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell250",2,0,4,1,3,3,0,4,0,0,1,0,0,0,0,1,2,3,4,4,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,4,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,4,0,1,5,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7,0,0,0,2,0,0,0,2,3,0,0,0,3,0,1,0,0,4,3,1,4,0,0,2,0,0,0,1,0,1,0,0,0,0,1,4,0,3,3,0,0,0,2,3,1,0,2,1,3,5,2,1,0,0,0,0,6,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,2,4,1,2,5,0,0,3,5,0,0,4,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,5,0,2,3,7,0,2,4,1,0,0,0,0,0,0,1,1,0,0,2,0,4,1,0,0,4,4,0,2,2,0,3,0,0,0,3,1,0,2,9,0,0,2,0,0,0,1,0,1,0,0,2,3,2,6,0,1,3,0,0,0,0,1,0,0,0,4,0,2,0,4,5,0,4,0,0,0,0,3,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,5,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0,2,0,6,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,2,0,0,4,4,0,0,3,0,1,0,2,0,0,2,0,0
"cell251",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,3,1,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
"cell252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,1,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,8,0,0,2,0,0,4,2,5,0,2,4,0,2,0,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,3,0,3,2,4,0,0,1,0,0,0,1,0,4,0,0,1,4,0,0,0,1,7,4,2,0,0,0,1,4,0,0,0,3,0,0,3,0,0,0,2,1,0,5,3,1,1,0,0,1,2,0,3,3,0,3,4,1,1,0,5,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,6,3,2,2,0,0,0,0,1,0,1,2,0,3,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,5,0,0,1,1,0,0,1,1,1,2,1,0,0,0,3,3,3,0,1,2,0,0,0,0,2,1,2,0,4,2,0,0,0,0,0,2,0,0,3,0,0,1,0,0,2,1,0,3,2,0,0,0,2,0,2,0,0,0,4,3,1,0,0,1,1,0,3,0,2,0,0,0,0,4,1,0,0,0,4,1,0,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,4,0,1,0,2,0,0,0,2,2,3,0,0,4,0,0,0,2,1,5,0
"cell253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,2,1,0,2,2,0,0,0,3,1,1,0,3,2,1,0,0,0,3,0,0,1,0,5,0,0,2,3,4,1,0,0,1,0,0,2,1,0,0,3,1,0,1,1,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,1,3,2,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,3,0,1,0,0,0,0,5,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,3,0,0,0,0,0,2,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"cell254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,3,0,1,3,0,1,3,0,1,0,0,1,0,0,0,1,1,4,0,0,3,6,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,1,0,0,0,0,1,0,1,0,2,0,3,0,1,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,0,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,2,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,3,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,2,0,0,0,1,1,0,2,1,0
"cell255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0
"cell256",0,6,0,0,0,0,1,0,3,1,3,0,0,0,0,5,3,5,2,1,0,2,0,0,0,0,6,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,3,0,2,0,0,0,5,3,0,3,0,0,0,0,1,2,2,0,0,0,0,3,3,0,3,0,6,1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,5,0,0,0,4,4,0,10,3,0,0,0,1,0,5,0,1,0,4,5,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,0,2,3,4,0,0,0,0,0,1,0,0,0,0,5,0,3,4,4,3,0,0,0,0,0,0,2,4,0,3,0,3,0,2,0,3,0,1,2,0,0,1,1,1,0,0,2,3,0,0,1,0,1,3,0,0,1,1,0,0,5,0,0,0,0,5,0,0,0,3,1,7,0,2,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,2,0,7,0,0,2,0,0,8,0,0,3,0,0,0,0,0,2,0,0,3,6,1,0,0,0,0,2,0,0,6,0,0,0,5,9,2,1,0,0,2,0,0,1,0,0,9,0,1,0,0,2,2,0,1,2,0,0,2,0,1,0,0,0,8,0,0,5,0,1,0,0,4,0,3,0,0,0,4,0,1,8,2,0,1,2,0,3,0,0,0,0,5,0,1,0,0,2,0,5,2,0,0,12,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,5,0,0,1,1,0,2,7,0,3,1,1,0,0,0,2,0,0,6,3,0,5,0
"cell257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0,0,1,2,3,0,1,2,0,0,2,1,1,0,5,1,5,2,0,0,0,0,0,3,0,0,0,2,0,0,0,1,1,0,0,3,2,1,0,0,0,0,0,4,0,7,4,1,2,0,0,1,0,0,0,0,0,0,1,0,0,2,0,4,1,5,0,0,0,2,0,0,0,3,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,0,1,2,0,0,0,2,1,0,4,0,1,2,0,2,0,1,0,0,0,0,1,0,0,3,0,0,0,0,2,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,5,0,1,0,4,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,3,2,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1,3,1,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,5,2,0,1,1,0
"cell258",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"cell259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,2,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,1,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,3,0,3,0,0,0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,1,0,1,0,2,0,1,3,1,1,0,0
"cell260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,2,1,0,0,0,0,1,3,1,0,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"cell261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,2,0,3,0,2,0,2,0,0,0,4,2,0,0,0,1,4,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,3,0,0,0,4,0,0,0,0,2,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,1,2,3,0,1,0,2,2,4,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,5,0,1,0,0,2,0,2,0,3,0,0,0,0,0,0,4,0,0,2,0,2,0,1,0,2,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,6,2,0,0,2,1,0,0,2,0,3,0,0,2,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,2,0,2,0,2,0,1,1,3,0,0,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
"cell262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,7,1,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,2,3,5,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,2,0,0,1,1,1,0,3,5,0,6,0,0,4,0,5,0,3,0,4,0,3,1,0,0,0,3,1,0,0,0,0,2,2,2,0,0,0,4,0,3,0,0,0,3,4,1,1,1,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,4,1,6,0,1,2,0,0,0,4,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,1,3,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,0,2,4,2,0,0,0,2,0,4,0,0,0,0,1,0,1,1,7,0,0,0,0,0,0,1,0,0,0,1,6,2,0,0,5,0,0,0,5,0,2,0,3,0,0,0,0,0,1,0,0,0,4,0,1,1,1,0,3,0,0,0,0,2,1,0,0,0,7,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,2,2,0,2,0,2,1,0,0,0,2,0,4,1,5,0,0,1,2,0,3,0,0,0,0,4,0,1,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,3,1,3,2,0,0,0,2,4,1,0,0,0
"cell263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,1,0,4,0,0,1,0,0,1,1,1,3,1,0,4,0,0,2,0,1,2,0,0,3,2,1,0,0,3,2,0,0,2,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,3,0,3,1,1,0,2,5,0,0,0,1,1,1,0,0,1,0,1,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,5,0,0,2,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"cell264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,2,0,1,0,2,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,3,0,0,1,0,0,1,3,0,0,1,1,2,2,0,1,0,0,0,0,1,0,2,0,0,0,0,2,2,0,1,1,0,1,0,2,0,0,0,6,1,1,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,2,0,0,2,0,4,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,6,0,0,2,3,0,1,0,0,0,0,0,2,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,2,3,4,0,0,0,5,0,0,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,0,3,0,0,0,6,0,0,3,5,0,0,0,0,1,4,4,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,2,1,1,0,0,0,1,4,3,0,0,0
